baseMean	baseMeanA	baseMeanB	log2FoldChange	X.Intercept.	batch2	groupLeaf	dispersion	pvalue	padj
AT1G01030.1	142.301683729232	235.540097605386	49.0632698530792	-2.26325738906331	-12.3511788810421	0.669275167906524	-1.56380064008027	0.107750011555746	1.42795622715664e-05	6.45619882957641e-05
AT1G01040.2	2318.485548777	1485.11401962467	3151.85707792934	1.08562841857624	-10.4403632137269	0.493031396013545	0.843612114894315	0.0749394045302006	0.00289402961420143	0.00867730819599725
AT1G01046.1	33.166490563726	16.036212357851	50.2967687696009	1.64913229205292	-14.6640716951506	0.0457756431432262	1.13921417977653	0.111921600658736	0.0034833780901961	0.010265553793189
AT1G01100.1	7368.39812275925	12470.836718769	2265.9595267495	-2.46036426672622	-7.84509478177847	-0.343501898270701	-1.68354888358137	0.0875347934892946	7.26175744328615e-08	4.48880028212543e-07
AT1G01110.2	321.691815583555	541.675428617454	101.708202549656	-2.4129926148564	-11.5147249634932	0.560436862207113	-1.53081739191774	0.109290656424322	2.46171296285826e-05	0.000107198606360803
AT1G01130.1	91.9154873286673	156.110606511129	27.7203681462056	-2.49355023791042	-12.0563937328603	-0.783900402642241	-1.72005713320708	0.115353518160877	8.18656755069631e-06	3.82167425104518e-05
AT1G01140.3	4990.73009217566	2490.95523438969	7490.50494996163	1.58836388216795	-9.51465836227786	-0.168859530757489	1.08797008498748	0.0761296934997455	0.000124910470705762	0.000488437614201183
AT1G01150.1	42.7483858148313	83.2857237481483	2.21104788151427	-5.23526704716965	-12.8640136291988	-0.300166307486661	-3.56583882947103	0.12362104563377	1.37217092979345e-11	1.22635473519499e-10
AT1G01180.1	338.738446708036	65.9850381319135	611.491855284158	3.21212244222465	-13.4000190093375	0.271230359360203	2.27148295192386	0.0932555627776914	4.46494486050489e-11	3.79026739306295e-10
AT1G01200.1	65.9688135445212	94.7243242145777	37.2133028744647	-1.34791649940185	-12.4149857370012	-1.15936349220936	-1.00143167584661	0.11913943055528	0.00912665156904769	0.024325554028515
AT1G01225.1	147.026141200655	231.421069959129	62.6312124421814	-1.88556650937337	-11.7415644076975	-0.490078815035514	-1.34710704405427	0.110852087486821	0.000179532183486496	0.000680307378153611
AT1G01240.1	1196.37671212025	686.949356776917	1705.80406746359	1.31217629510447	-11.0171263222193	0.245961299339462	0.90259711110175	0.0583297452977064	0.000264924808728152	0.000971261243310004
AT1G01250.1	566.242144800444	812.923610487875	319.560679113013	-1.34702988992566	-10.4993741252438	-0.515819063188036	-0.92804788196327	0.0625352247642108	0.000336350151482523	0.00121329126007228
AT1G01280.1	910.872948069131	1818.99579789091	2.75009824734663	-9.36944333496453	-9.97996954185435	0.132417391999739	-6.45601981290524	0.0642214848646815	8.51208799904671e-54	2.15129555682236e-51
AT1G01300.1	3818.48144506271	6189.69520837519	1447.26768175023	-2.09653658775402	-8.93478800254417	0.386983796601209	-1.39046961226652	0.0763397929265273	1.71258149405866e-06	8.83094062767953e-06
AT1G01360.1	1483.61113574373	791.579397525469	2175.642873962	1.45863579254308	-10.863651378623	0.214574033554134	1.01555791058773	0.0597892063565885	5.26771432164626e-05	0.000217591795887465
AT1G01370.1	225.94634027451	439.66792971281	12.2247508362108	-5.16853733752409	-10.9675199521267	-0.750748074131224	-3.69469594166609	0.109362874574473	9.19122958782499e-18	1.54993319214961e-16
AT1G01390.1	492.499154016814	58.423261310308	926.575046723321	3.98729303034265	-13.4274947921504	0.140448953867434	2.76569248138147	0.0714709397794072	5.20622012371935e-19	9.97575729272365e-18
AT1G01400.1	27.1667921393033	52.1316774667899	2.2019068118168	-4.56533496482512	-13.3346825017003	-0.333587491614717	-3.06299487110192	0.133637317620369	2.27302439780237e-08	1.47955215028768e-07
AT1G01420.1	480.998931787797	33.4865465543207	928.511317021274	4.79326598970926	-14.1719685058223	0.470386747894756	3.32215162963591	0.0729115054343643	6.20535114173923e-24	1.77756156235245e-22
AT1G01440.1	806.681321084666	438.437774772647	1174.92486739668	1.42212449611497	-11.5617370542278	0.371038378967482	1.02591435913642	0.0636602417684533	8.87240278148499e-05	0.000354860564773897
AT1G01460.1	124.606913823137	247.541830130593	1.67199751568191	-7.2099558213514	-11.8881508834569	-0.0391535588089131	-4.93823979966278	0.136264123205925	7.20821214689368e-18	1.23007832243486e-16
AT1G01470.1	2004.01208359168	368.484501518652	3639.53966566471	3.30408014190526	-11.5879339272268	0.138905759896746	2.29641058067584	0.0606878934060255	2.70179037465947e-17	4.33981871443692e-16
AT1G01550.1	7571.46725065566	4339.11180944939	10803.8226918619	1.31607020135213	-9.09599789313459	0.103117772403866	0.904392550346778	0.0889858705062007	0.00295607349732478	0.00883944337989914
AT1G01560.2	159.432080451964	82.8665205499018	235.997640354026	1.50991118293065	-12.9019372539351	-0.18122044850899	1.01391895719058	0.11936979661304	0.00588134505495188	0.0164532626267576
AT1G01570.1	175.842700547978	271.064423047962	80.6209780479937	-1.7494085828597	-11.9358346175994	0.22110149618247	-1.21246570221066	0.0991123315936906	0.000299834037478306	0.0010894424735745
AT1G01590.1	301.304563975794	405.159113901539	197.450014050049	-1.03700112335732	-11.7050610227285	0.513629539865144	-0.722992466432483	0.0836600111646409	0.0155889527999075	0.0391557468364516
AT1G01600.1	2666.05594041857	5179.61329175421	152.498589082921	-5.08597659075524	-8.70099657354139	-0.287403243961383	-3.59466978036589	0.0846887271766428	4.38298847508924e-24	1.27195854496558e-22
AT1G01620.1	10430.387386452	15584.5535108244	5276.22126207958	-1.56253985169902	-7.35841448670371	-0.742542832239534	-1.28519558420696	0.126700859878654	0.000738268140018349	0.0025115456949406
AT1G01680.1	64.237536576448	7.20538650209904	121.269686650797	4.07299934031367	-15.2413716470687	-0.417390101174889	2.80169591374768	0.119944639813004	2.02645873335753e-10	1.60684174226436e-09
